"Institution","Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","City","State","Zip","url","Type","Retention"
"Chaminade University of Honolulu",0.539,0.616,0.679,"Honolulu","HI","96816-1578","https://www.chaminade.edu","PartTime",0.5455
"University of Hawaii at Hilo",0.498,0.598,0.619,"Hilo","HI","96720-4091","https://hilo.hawaii.edu","PartTime",0.4
"University of Hawaii at Manoa",0.639,0.701,0.751,"Honolulu","HI","96822-2217","https://manoa.hawaii.edu","PartTime",0.5652
"Hawaii Pacific University",0.628,0.741,0.787,"Honolulu","HI","96813","https://www.hpu.edu/","PartTime",0.5385
"University of Hawaii-West Oahu",0.684,0.661,0.655,"Kapolei","HI","96707-4507","https://westoahu.hawaii.edu","PartTime",0.3846
"Boise Bible College",0.443,0.456,0.508,"Boise","ID","83714-1220","www.boisebible.edu","PartTime",0
"Boise State University",0.569,0.629,0.668,"Boise","ID","83725","www.boisestate.edu","PartTime",0.4412
"Idaho State University",0.553,0.595,0.633,"Pocatello","ID","83209","www.isu.edu/","PartTime",0.3913
"University of Idaho",0.59,0.671,0.734,"Moscow","ID","83844-2282","www.uidaho.edu","PartTime",0.3929
"The College of Idaho",0.549,0.667,0.719,"Caldwell","ID","83605-4432","www.collegeofidaho.edu","PartTime",0
"Lewis-Clark State College",0.557,0.61,0.622,"Lewiston","ID","83501-2698","www.lcsc.edu","PartTime",0.3571
"Northwest Nazarene University",0.566,0.671,0.679,"Nampa","ID","83686-5897","www.nnu.edu","PartTime",1
"Brigham Young University-Idaho",0.544,0.623,0.666,"Rexburg","ID","83460-1690","www.byui.edu","PartTime",0.5212
"American Academy of Art",0.417,0.449,0.557,"Chicago","IL","60604-4302","www.aaart.edu","PartTime",0.5789
"American Islamic College",NA,NA,NA,"Chicago","IL","60613","www.aicusa.edu","PartTime",1
"School of the Art Institute of Chicago",0.455,0.558,0.583,"Chicago","IL","60603","www.saic.edu","PartTime",0
"Augustana College",0.754,0.807,0.853,"Rock Island","IL","61201-2296","www.augustana.edu","PartTime",1
"Aurora University",0.712,0.752,0.745,"Aurora","IL","60506-4892","aurora.edu","PartTime",0
"Blackburn College",0.509,0.613,0.69,"Carlinville","IL","62626","www.blackburn.edu","PartTime",1
"Chicago State University",0.528,0.553,0.596,"Chicago","IL","60628-1598","www.csu.edu","PartTime",0.6
"Columbia College Chicago",0.478,0.575,0.604,"Chicago","IL","60605-1996","www.colum.edu","PartTime",0.1818
"DePaul University",0.734,0.776,0.793,"Chicago","IL","60604","https://www.depaul.edu","PartTime",0.3333
"Eastern Illinois University",0.645,0.702,0.767,"Charleston","IL","61920","https://www.eiu.edu/","PartTime",0.5
"Greenville University",0.557,0.645,0.663,"Greenville","IL","62246","www.greenville.edu","PartTime",0.5
"University of Illinois at Chicago",0.695,0.779,0.809,"Chicago","IL","60607","www.uic.edu","PartTime",0.4167
"Benedictine University",0.697,0.76,0.773,"Lisle","IL","60532-0900","www.ben.edu","PartTime",0.4
"University of Illinois at Urbana-Champaign",0.78,0.834,0.87,"Champaign","IL","61820-5711","www.illinois.edu/","PartTime",0.5455
"Argosy University-Chicago",0.543,0.67,0.706,"Chicago","IL","60601","www.argosy.edu/chicago","PartTime",0.1429
"Illinois State University",0.765,0.79,0.818,"Normal","IL","61790-1000","illinoisstate.edu/","PartTime",0.75
"Judson University",0.644,0.696,0.713,"Elgin","IL","60123-1498","www.judsonu.edu","PartTime",0.5714
"Kendall College",0.567,0.645,0.696,"Chicago","IL","60642","www.nl.edu","PartTime",0.5
"Lake Forest College",0.698,0.789,0.796,"Lake Forest","IL","60045-2399","www.lakeforest.edu","PartTime",0.5
"Lewis University",0.721,0.777,0.798,"Romeoville","IL","60446-2200","www.lewisu.edu","PartTime",0
"Lincoln Christian University",0.417,0.543,0.571,"Lincoln","IL","62656-2111","www.lincolnchristian.edu","PartTime",0.5
"Loyola University Chicago",0.755,0.816,0.834,"Chicago","IL","60660","https://www.luc.edu","PartTime",1
"Methodist College",0.895,0.842,NA,"Peoria","IL","61615","www.methodistcol.edu","PartTime",0
"Moody Bible Institute",0.471,NA,NA,"Chicago","IL","60610-3284","https://www.moody.edu","PartTime",0.3333
"National Louis University",0.684,0.725,0.732,"Chicago","IL","60603","www.nl.edu","PartTime",0.5
"Northern Illinois University",0.664,0.746,0.768,"Dekalb","IL","60115-2828","www.niu.edu","PartTime",0.4444
"Northeastern Illinois University",0.595,0.64,0.669,"Chicago","IL","60625-4699","www.neiu.edu/","PartTime",0.2941
"The Illinois Institute of Art-Chicago",0.481,0.552,0.603,"Chicago","IL","60654-1593","www.artinstitutes.edu/chicago","PartTime",0.4524
"Robert Morris University Illinois",0.544,0.583,0.582,"Chicago","IL","60605","https://robertmorris.edu/","PartTime",0
"Roosevelt University",0.662,0.694,0.74,"Chicago","IL","60605-1394","www.roosevelt.edu","PartTime",1
"University of Illinois at Springfield",0.659,0.72,0.778,"Springfield","IL","62703-5407","www.uis.edu","PartTime",0.4
"Southern Illinois University-Carbondale",0.603,0.682,0.74,"Carbondale","IL","62901-4512","www.siu.edu","PartTime",0.4286
"Southern Illinois University-Edwardsville",0.677,0.732,0.756,"Edwardsville","IL","62026-1259","www.siue.edu","PartTime",0.1429
"Trinity International University-Illinois",0.603,0.637,0.701,"Deerfield","IL","60015-1283","www.tiu.edu","PartTime",0.3125
"Western Illinois University",0.662,0.717,0.756,"Macomb","IL","61455","www.wiu.edu","PartTime",0.3065
"Anderson University",0.578,0.677,0.677,"Anderson","IN","46012-3495","https://anderson.edu","PartTime",0.5
"Ball State University",0.651,0.704,0.746,"Muncie","IN","47306","www.bsu.edu","PartTime",0.5556
"Bethel College-Indiana",0.606,0.645,0.678,"Mishawaka","IN","46545-5591","www.betheluniversity.edu","PartTime",0
"Butler University",0.812,0.845,0.85,"Indianapolis","IN","46208","www.butler.edu","PartTime",1
"Calumet College of Saint Joseph",0.598,0.668,0.685,"Whiting","IN","46394","www.ccsj.edu","PartTime",0.25
"Holy Cross College",0.583,0.649,0.667,"Notre Dame","IN","46556-0308","www.hcc-nd.edu","PartTime",0.7273
"Huntington University",0.59,0.663,0.661,"Huntington","IN","46750","www.huntington.edu","PartTime",0.7273
"Purdue University Fort Wayne",0.565,0.626,0.657,"Fort Wayne","IN","46805-1499","www.pfw.edu","PartTime",0.4156
"Indiana University-Purdue University-Indianapolis",0.682,0.715,0.736,"Indianapolis","IN","46202-5143","www.iupui.edu","PartTime",0.4785
"Harrison College-Indianapolis",0.375,0.399,0.419,"Indianapolis","IN","46204-2611","https://harrison.edu","PartTime",1
"University of Indianapolis",0.673,0.714,0.719,"Indianapolis","IN","46227-3697","uindy.edu","PartTime",0.4138
"Indiana Institute of Technology",0.641,0.724,0.758,"Fort Wayne","IN","46803-1228","www.indianatech.edu","PartTime",0.2571
"University of Southern Indiana",0.571,0.622,0.675,"Evansville","IN","47712","www.usi.edu","PartTime",0.55
"Indiana State University",0.595,0.665,0.715,"Terre Haute","IN","47809","https://www.indstate.edu","PartTime",0.4167
"Indiana University-Kokomo",0.595,0.639,0.67,"Kokomo","IN","46902-9003","www.iuk.edu","PartTime",0.5385
"Indiana University-South Bend",0.532,0.623,0.639,"South Bend","IN","46615-7111","https://iusb.edu/","PartTime",0.3333
"Indiana University-Bloomington",0.725,0.768,0.793,"Bloomington","IN","47405-7000","www.indiana.edu/","PartTime",0.6842
"Indiana University-Northwest",0.527,0.597,0.639,"Gary","IN","46408-1197","www.iun.edu","PartTime",0.3824
"Indiana University-Southeast",0.568,0.648,0.706,"New Albany","IN","47150","https://ius.edu/","PartTime",0.5085
"Indiana University-East",0.539,0.568,0.579,"Richmond","IN","47374-1289","www.iue.edu/","PartTime",0.3158
"Martin University",0.291,0.393,0.431,"Indianapolis","IN","46218-0567","www.martin.edu","PartTime",0.3
"Oakland City University",0.525,0.591,0.594,"Oakland City","IN","47660-1099","www.oak.edu","PartTime",0
"University of Saint Francis-Fort Wayne",0.659,0.697,0.75,"Fort Wayne","IN","46808-3994","www.sf.edu","PartTime",0
"Saint Mary-of-the-Woods College",0.503,0.586,0.601,"Saint Mary of the Woods","IN","47876-1099","www.smwc.edu","PartTime",1
"Vincennes University",0.492,0.554,0.594,"Vincennes","IN","47591","https://www.vinu.edu","PartTime",1
"Dordt College",0.676,0.707,0.712,"Sioux Center","IA","51250-1697","www.dordt.edu","PartTime",0
"Drake University",0.805,0.818,0.87,"Des Moines","IA","50311-4505","www.drake.edu","PartTime",0.5
"University of Dubuque",0.662,0.702,0.72,"Dubuque","IA","52001","www.dbq.edu","PartTime",0.5
"Emmaus Bible College",0.467,0.48,0.602,"Dubuque","IA","52001-3096","www.emmaus.edu","PartTime",1
"Graceland University-Lamoni",0.644,0.661,0.67,"Lamoni","IA","50140","www.graceland.edu","PartTime",0
"Grand View University",0.702,0.731,0.768,"Des Moines","IA","50316","www.grandview.edu","PartTime",0.5
"Purdue University Global-Cedar Rapids",0.432,0.514,0.595,"Cedar Rapids","IA","52404","https://www.purdueglobal.edu/campus-locations/cedar-rapids-iowa/","PartTime",1
"Iowa State University",0.765,0.805,0.836,"Ames","IA","50011-2103","www.iastate.edu","PartTime",0.6766
"Iowa Wesleyan University",0.592,0.65,0.694,"Mount Pleasant","IA","52641","https://www.iw.edu","PartTime",0
"University of Iowa",0.769,0.812,0.841,"Iowa City","IA","52242-1316","www.uiowa.edu","PartTime",0.7922
"Maharishi University of Management",0.366,0.342,0.452,"Fairfield","IA","52557","https://www.mum.edu","PartTime",0
"Mercy College of Health Sciences",0.801,0.795,0.783,"Des Moines","IA","50309-1239","www.mchs.edu","PartTime",0.5
"Mount Mercy University",0.799,0.8,0.81,"Cedar Rapids","IA","52402-4797","www.mtmercy.edu","PartTime",0.3333
"University of Northern Iowa",0.739,0.778,0.817,"Cedar Falls","IA","50614-0005","www.uni.edu","PartTime",0.3125
"Northwestern College",0.682,0.653,0.701,"Orange City","IA","51041","https://www.nwciowa.edu/","PartTime",0
"Saint Ambrose University",0.734,0.769,0.781,"Davenport","IA","52803-2898","www.sau.edu","PartTime",1
"Upper Iowa University",0.718,0.727,0.737,"Fayette","IA","52142-1857","https://www.uiu.edu","PartTime",0.25
"Waldorf University",0.589,0.655,0.724,"Forest City","IA","50436-1713","www.waldorf.edu","PartTime",0.5
"Baker University",0.795,0.786,0.809,"Baldwin City","KS","66006-0065","https://www.bakeru.edu","PartTime",0.3333
"Donnelly College",0.34,0.375,0.437,"Kansas City","KS","66102","donnelly.edu","PartTime",0.0667
"Emporia State University",0.582,0.641,0.683,"Emporia","KS","66801-5415","www.emporia.edu","PartTime",0.5
"Fort Hays State University",0.647,0.68,0.695,"Hays","KS","67601-4099","www.fhsu.edu","PartTime",0.5
"Friends University",0.687,0.716,0.726,"Wichita","KS","67213","www.friends.edu","PartTime",0.5
"University of Kansas",0.718,0.78,0.8,"Lawrence","KS","66045","https://ku.edu","PartTime",0.7379
"Kansas State University",0.707,0.756,0.793,"Manhattan","KS","66506","www.k-state.edu","PartTime",0.42
"Kansas Wesleyan University",0.603,0.685,0.743,"Salina","KS","67401-6196","www.kwu.edu","PartTime",0
"MidAmerica Nazarene University",0.726,0.701,0.715,"Olathe","KS","66062-1899","www.mnu.edu","PartTime",0
"Pittsburg State University",0.658,0.701,0.715,"Pittsburg","KS","66762","www.pittstate.edu","PartTime",0.6
"Washburn University",0.627,0.685,0.722,"Topeka","KS","66621-0001","www.washburn.edu","PartTime",0.4407
"Wichita State University",0.671,0.696,0.707,"Wichita","KS","67260-0124","www.wichita.edu","PartTime",0.3559
"Bellarmine University",0.757,0.793,0.784,"Louisville","KY","40205-0671","www.bellarmine.edu","PartTime",1
"Brescia University",0.537,0.635,0.775,"Owensboro","KY","42301-3023","www.brescia.edu","PartTime",0.25
"Campbellsville University",0.478,0.488,0.615,"Campbellsville","KY","42718-2799","www.campbellsville.edu","PartTime",0.5556
"Clear Creek Baptist Bible College",0.48,0.493,0.473,"Pineville","KY","40977-9752","www.ccbbc.edu/","PartTime",0.6667
"University of the Cumberlands",0.476,0.595,0.638,"Williamsburg","KY","40769","www.ucumberlands.edu","PartTime",0.6
"Eastern Kentucky University",0.539,0.602,0.654,"Richmond","KY","40475-3102","www.eku.edu","PartTime",0.2281
"Kentucky State University",0.384,0.449,0.517,"Frankfort","KY","40601-2355","www.kysu.edu","PartTime",0
"University of Kentucky",0.683,0.77,0.767,"Lexington","KY","40506-0032","www.uky.edu","PartTime",0.4769
"Kentucky Christian University",0.478,0.509,0.628,"Grayson","KY","41143-1199","www.kcu.edu","PartTime",0.2
"Lindsey Wilson College",0.409,0.471,0.529,"Columbia","KY","42728-1223","www.lindsey.edu","PartTime",0
"University of Louisville",0.655,0.698,0.734,"Louisville","KY","40292-0001","www.louisville.edu","PartTime",0.4818
"Midway University",0.581,0.554,0.622,"Midway","KY","40347-1120","www.midway.edu","PartTime",0.5
"Morehead State University",0.477,0.554,0.594,"Morehead","KY","40351","www.moreheadstate.edu","PartTime",0.1429
"Murray State University",0.544,0.636,0.676,"Murray","KY","42071-3318","www.murraystate.edu","PartTime",0.6667
"Northern Kentucky University",0.617,0.663,0.675,"Highland Heights","KY","41099","www.nku.edu","PartTime",0.4118
"The Southern Baptist Theological Seminary",NA,NA,NA,"Louisville","KY","40280-0001","www.sbts.edu","PartTime",0.5385
"Spalding University",0.661,0.688,0.76,"Louisville","KY","40203-2188","https://www.spalding.edu","PartTime",0.2353
"Western Kentucky University",0.504,0.594,0.635,"Bowling Green","KY","42101-1000","www.wku.edu","PartTime",0.1915
"Dillard University",0.433,0.542,0.646,"New Orleans","LA","70122","www.dillard.edu","PartTime",0.5
"Grambling State University",0.354,0.44,0.503,"Grambling","LA","71245","www.gram.edu","PartTime",0.3684
"Louisiana State University-Alexandria",0.535,0.576,0.582,"Alexandria","LA","71302-9121","www.lsua.edu","PartTime",0.3529
"Louisiana State University and Agricultural & Mechanical College",0.721,0.766,0.807,"Baton Rouge","LA","70803-2750","www.lsu.edu","PartTime",0.4
"Louisiana State University-Shreveport",0.598,0.633,0.635,"Shreveport","LA","71115-2399","www.lsus.edu/","PartTime",0.2
"Louisiana Tech University",0.63,0.694,0.712,"Ruston","LA","71272","https://www.latech.edu","PartTime",0.4
"McNeese State University",0.591,0.647,0.66,"Lake Charles","LA","70605","www.mcneese.edu","PartTime",0.2857
"University of New Orleans",0.568,0.632,0.673,"New Orleans","LA","70148","www.uno.edu","PartTime",0.3462
"Nicholls State University",0.61,0.659,0.653,"Thibodaux","LA","70310","www.nicholls.edu","PartTime",0.5439
"University of Louisiana at Monroe",0.574,0.613,0.648,"Monroe","LA","71209-0000","www.ulm.edu","PartTime",0.3333
"Northwestern State University of Louisiana",0.555,0.615,0.611,"Natchitoches","LA","71497-0002","www.nsula.edu/","PartTime",0.5448
"University of Holy Cross",0.642,0.71,0.694,"New Orleans","LA","70131-7399","uhcno.edu","PartTime",0.375
"Franciscan Missionaries of Our Lady University",0.791,0.815,0.785,"Baton Rouge","LA","70808","www.franu.edu","PartTime",0
"Southeastern Louisiana University",0.58,0.644,0.669,"Hammond","LA","70402","www.southeastern.edu","PartTime",0.5008
"Southern University and A & M College",0.485,0.554,0.627,"Baton Rouge","LA","70813","www.subr.edu","PartTime",0.15
"Southern University at New Orleans",0.429,0.434,0.516,"New Orleans","LA","70126","www.suno.edu","PartTime",0.4
"University of Louisiana at Lafayette",0.602,0.671,0.71,"Lafayette","LA","70503","www.louisiana.edu","PartTime",0.6957
"Xavier University of Louisiana",0.554,0.696,0.783,"New Orleans","LA","70125-1098","https://www.xula.edu","PartTime",0.5
"University of Maine at Augusta",0.4,0.442,0.49,"Augusta","ME","04330-9410","www.uma.edu/","PartTime",0.3625
"University of Maine at Fort Kent",0.582,0.609,0.579,"Fort Kent","ME","04743-1292","www.umfk.maine.edu","PartTime",1
"University of Maine at Machias",0.388,0.45,0.493,"Machias","ME","04654-1397","machias.edu","PartTime",0.6
"University of Maine",0.631,0.703,0.751,"Orono","ME","04469","www.umaine.edu/","PartTime",0.3548
"University of Maine at Presque Isle",0.445,0.474,0.583,"Presque Isle","ME","04769-2888","www.umpi.edu/","PartTime",0.5
"University of New England",0.677,0.785,0.773,"Biddeford","ME","04005-9599","https://www.une.edu/","PartTime",0
"Maine College of Art",0.337,0.339,0.495,"Portland","ME","04101-3494","www.meca.edu","PartTime",0
"Saint Joseph's College of Maine",0.727,0.743,0.771,"Standish","ME","04084-5236","www.sjcme.edu","PartTime",0.5323
"University of Southern Maine",0.603,0.668,0.698,"Portland","ME","04103","www.usm.maine.edu","PartTime",0.4737
"Thomas College",0.565,0.643,0.741,"Waterville","ME","04901-5097","www.thomas.edu","PartTime",0
"University of Baltimore",0.704,0.833,0.846,"Baltimore","MD","21201-5720","www.ubalt.edu","PartTime",0.8421
"Bowie State University",0.577,0.686,0.735,"Bowie","MD","20715-9465","www.bowiestate.edu","PartTime",0.3333
"Capitol Technology University",0.706,0.777,0.794,"Laurel","MD","20708","www.captechu.edu","PartTime",1
"Washington Adventist University",0.625,0.673,0.662,"Takoma Park","MD","20912","https://www.wau.edu","PartTime",0
"Coppin State University",0.511,0.646,0.691,"Baltimore","MD","21216-3698","www.coppin.edu","PartTime",0.4
"Frostburg State University",0.585,0.709,0.757,"Frostburg","MD","21532-1099","www.frostburg.edu","PartTime",0
"University of Maryland-University College",0.707,0.72,0.752,"Adelphi","MD","20783-8010","www.umuc.edu","PartTime",0.2929
"University of Maryland-Baltimore County",0.696,0.781,0.819,"Baltimore","MD","21250","umbc.edu","PartTime",0.65
"University of Maryland-College Park",0.774,0.827,0.869,"College Park","MD","20742","www.umd.edu","PartTime",0.875
"University of Maryland Eastern Shore",0.453,0.594,0.661,"Princess Anne","MD","21853-1299","www.umes.edu","PartTime",0.2353
